HOME_HT_FG3M,HOME_HT_FG3A,HOME_HT_FTM,HOME_HT_FTA,HOME_HT_OREB,HOME_HT_DREB,HOME_HT_AST,HOME_HT_STL,HOME_HT_BLK,HOME_HT_TO,HOME_HT_PF,HOME_HT_PTS,HOME_HT_FG2M,HOME_HT_FG2A,HOME_HT_Best_PTS_Player,HOME_HT_Second_Best_PTS_Player,HOME_HT_Best__Players_PF,AWAY_HT_FG3M,AWAY_HT_FG3A,AWAY_HT_FTM,AWAY_HT_FTA,AWAY_HT_OREB,AWAY_HT_DREB,AWAY_HT_AST,AWAY_HT_STL,AWAY_HT_BLK,AWAY_HT_TO,AWAY_HT_PF,AWAY_HT_PTS,AWAY_HT_FG2M,AWAY_HT_FG2A,AWAY_HT_Best_PTS_Player,AWAY_HT_Second_Best_PTS_Player,AWAY_HT_Best__Players_PF,HOME_FT_FG3M,HOME_FT_FG3A,HOME_FT_FTM,HOME_FT_FTA,HOME_FT_OREB,HOME_FT_DREB,HOME_FT_AST,HOME_FT_STL,HOME_FT_BLK,HOME_FT_TO,HOME_FT_PF,HOME_FT_PTS,HOME_FT_FG2M,HOME_FT_FG2A,HOME_FT_Best_PTS_Player,HOME_FT_Second_Best_PTS_Player,AWAY_FT_FG3M,AWAY_FT_FG3A,AWAY_FT_FTM,AWAY_FT_FTA,AWAY_FT_OREB,AWAY_FT_DREB,AWAY_FT_AST,AWAY_FT_STL,AWAY_FT_BLK,AWAY_FT_TO,AWAY_FT_PF,AWAY_FT_PTS,AWAY_FT_FG2M,AWAY_FT_FG2A,AWAY_FT_Best_PTS_Player,AWAY_FT_Second_Best_PTS_Player,HOME,AWAY,GAME_ID,tot_HT,tot,date,game_time
7,17,10,11,10,13,11,3,0,6,17,53,11,34,11,10,2.5,6,17,20,27,4,18,9,3,3,6,8,62,12,18,14,13,0.5,14,32,19,22,16,28,19,5,4,9,26,103,21,58,25,23,9,28,23,36,14,32,11,4,5,11,19,104,27,49,25,16,POR,LAC,21700068,115,207,"THURSDAY, OCTOBER 26, 2017",02:22
6,12,14,15,5,16,19,6,5,7,5,70,19,32,10,9,0.5,7,17,5,7,7,14,15,4,3,11,12,56,15,32,20,11,1,7,20,23,25,5,29,25,7,5,12,17,106,31,61,14,13,13,33,17,23,10,37,22,5,3,15,24,114,29,54,41,20,SAC,NOP,21700069,126,220,"THURSDAY, OCTOBER 26, 2017",02:23
7,17,9,15,7,18,8,6,2,8,6,46,8,31,12,10,0.5,11,32,9,9,4,25,10,5,3,10,14,56,7,14,16,12,1,11,29,16,28,11,33,16,6,5,9,14,93,22,59,26,20,22,58,11,13,7,44,21,5,6,15,26,109,16,28,27,26,CHA,HOU,21700070,102,202,"FRIDAY, OCTOBER 27, 2017",02:10
6,12,3,7,4,22,14,4,5,9,8,61,20,30,14,10,0.666666667,2,13,8,9,6,15,9,6,3,10,6,34,10,31,12,4,0.5,11,23,7,14,6,39,22,9,7,18,24,114,37,61,25,17,4,24,23,27,17,32,19,8,8,17,15,87,26,66,24,12,ORL,SAS,21700071,95,201,"FRIDAY, OCTOBER 27, 2017",02:03
8,17,6,6,4,16,14,4,3,5,8,52,11,28,12,9,0.5,3,11,8,10,9,17,8,2,1,5,7,53,18,39,14,10,0.666666667,14,33,12,12,11,32,23,7,4,12,21,100,23,56,20,19,4,20,17,23,11,35,24,8,4,11,12,105,38,72,18,18,ATL,DEN,21700072,105,205,"FRIDAY, OCTOBER 27, 2017",02:13
4,13,7,13,10,15,10,5,4,4,7,47,14,35,14,10,0.5,6,12,6,8,2,19,7,1,1,11,11,42,9,22,9,7,1.5,9,27,10,17,19,36,19,7,6,11,19,107,35,71,30,13,11,29,15,21,4,30,18,5,1,16,20,86,19,45,15,12,NYK,BKN,21700073,89,193,"FRIDAY, OCTOBER 27, 2017",02:05
3,9,16,20,5,12,11,2,3,7,10,59,17,32,15,11,0.5,5,16,8,8,5,14,11,6,5,8,17,59,18,29,17,13,1.5,8,22,27,35,17,27,23,5,7,15,21,119,34,64,33,25,8,29,22,25,11,24,19,8,9,14,29,116,35,58,27,23,MIN,OKC,21700074,118,235,"FRIDAY, OCTOBER 27, 2017",02:25
3,20,2,2,8,17,19,5,8,10,9,53,21,33,13,12,2,11,17,8,9,6,18,19,5,2,9,6,67,13,32,14,14,1,10,38,18,20,15,38,33,7,13,17,20,120,36,57,31,20,15,33,16,22,12,29,30,7,6,14,21,117,28,64,29,20,GSW,WAS,21700075,120,237,"FRIDAY, OCTOBER 27, 2017",02:24
1,9,8,12,5,22,12,3,4,11,10,51,20,29,11,7,1,2,16,7,9,4,12,14,7,1,5,10,45,16,31,10,9,2,3,23,17,24,9,40,20,7,6,22,22,92,33,56,18,15,7,30,14,20,9,31,27,13,4,12,24,101,33,64,24,18,LAL,TOR,21700076,96,193,"FRIDAY, OCTOBER 27, 2017",02:14
8,14,7,7,1,20,21,3,4,6,13,65,17,29,18,17,1,5,14,11,14,3,15,9,3,1,8,8,52,13,26,13,10,0.5,13,34,12,16,10,37,33,10,4,11,20,123,36,62,30,29,12,32,17,23,5,32,19,8,2,18,19,101,24,46,26,18,NOP,CLE,21700077,117,224,"SATURDAY, OCTOBER 28, 2017",02:09
4,13,7,7,5,17,10,3,4,11,11,45,13,26,11,9,1,4,12,7,9,5,14,10,7,1,5,8,47,14,31,12,9,0.5,7,31,15,16,6,34,17,6,9,19,23,90,27,48,22,16,6,23,22,26,11,30,15,11,5,12,14,96,28,58,24,20,MIA,BOS,21700078,92,186,"SATURDAY, OCTOBER 28, 2017",02:12
6,19,5,8,5,19,8,3,3,11,9,31,4,18,8,6,1,7,15,5,7,7,20,14,9,1,4,5,50,12,31,14,9,1,10,37,15,20,12,35,16,9,5,19,16,69,12,41,15,11,13,34,10,14,11,41,28,16,8,11,17,101,26,54,21,20,CHI,OKC,21700079,81,170,"SATURDAY, OCTOBER 28, 2017",01:56
9,20,5,5,1,16,13,2,1,9,7,56,12,19,16,13,1,8,16,7,10,5,15,11,6,1,6,13,57,13,26,11,11,2.5,19,41,15,19,3,30,22,7,2,17,15,110,19,34,25,19,16,35,10,14,11,31,25,10,1,13,21,112,27,52,23,23,DAL,PHI,21700081,113,222,"SATURDAY, OCTOBER 28, 2017",02:09
8,18,8,12,4,20,12,3,2,7,8,56,12,21,15,9,1,2,11,7,8,6,14,10,5,2,5,11,45,16,34,9,7,1,13,31,9,13,14,35,18,9,5,21,20,96,24,48,22,21,5,22,14,20,14,25,17,12,4,16,20,81,26,59,16,15,UTA,LAL,21700082,101,177,"SATURDAY, OCTOBER 28, 2017",02:12
8,15,11,14,5,18,14,5,6,9,13,61,13,29,11,10,1.333333333,5,13,12,15,7,15,10,8,4,10,11,57,15,30,15,8,1.5,11,26,23,28,12,41,27,8,7,14,26,114,29,66,25,23,9,26,24,30,12,34,21,12,7,17,23,107,28,61,34,12,POR,PHX,21700083,118,221,"SATURDAY, OCTOBER 28, 2017",02:09
7,17,16,22,6,21,12,4,3,9,7,55,9,23,17,14,1,2,13,7,10,6,18,7,6,2,7,15,45,16,34,11,9,1,15,38,16,22,15,36,19,6,6,18,18,87,13,46,20,19,9,29,14,21,12,38,16,11,6,12,20,95,27,60,15,15,LAC,DET,21700084,100,182,"SATURDAY, OCTOBER 28, 2017",02:13
6,14,4,5,1,15,16,3,2,8,9,48,13,28,15,10,2,9,18,6,8,4,21,16,6,3,5,10,61,14,28,15,12,1,13,29,21,26,3,28,27,9,2,16,21,106,23,48,21,17,13,26,16,21,5,38,30,9,3,14,27,117,31,55,33,27,ATL,MIL,21700085,109,223,"SUNDAY, OCTOBER 29, 2017",02:08
7,11,6,10,2,22,16,3,3,8,8,53,13,28,13,11,1,6,13,4,6,8,14,9,5,3,7,5,48,13,36,16,7,0.5,10,22,15,20,6,38,21,9,3,19,20,97,26,56,23,22,9,28,13,18,12,32,19,12,8,15,11,94,27,62,26,17,IND,SAS,21700086,101,191,"SUNDAY, OCTOBER 29, 2017",02:13
8,14,11,17,8,22,16,1,3,9,8,63,14,29,16,9,0,6,10,2,4,2,15,11,5,2,1,11,60,20,41,15,9,2,12,31,21,31,17,39,24,5,4,15,18,111,27,65,22,18,12,21,19,22,4,42,24,7,7,6,22,127,36,74,26,21,BKN,DEN,21700087,123,238,"SUNDAY, OCTOBER 29, 2017",02:09
3,9,4,6,5,28,18,3,5,8,9,61,24,42,13,13,1,5,19,8,9,7,15,11,7,2,5,7,49,13,34,13,9,0.5,6,19,8,17,12,47,31,6,7,16,24,120,47,80,34,22,11,33,20,26,9,31,28,10,5,11,20,113,30,64,27,23,CHA,ORL,21700088,110,233,"SUNDAY, OCTOBER 29, 2017",02:11
1,10,7,8,7,17,3,2,0,10,10,32,11,33,9,7,2.5,9,18,8,12,8,24,15,5,2,5,8,63,14,30,13,13,0,6,22,13,16,11,32,13,8,2,17,20,83,26,60,15,11,17,34,13,20,13,36,28,9,3,15,18,110,23,51,19,16,SAC,WAS,21700089,95,193,"SUNDAY, OCTOBER 29, 2017",01:59
5,13,9,11,4,14,13,2,5,7,11,54,15,29,14,9,0.75,6,15,6,8,7,18,14,4,2,5,11,62,19,34,24,17,1,10,33,23,27,7,34,20,5,5,15,23,95,21,48,22,16,13,28,17,21,11,40,27,9,6,14,26,114,29,61,34,32,CLE,NYK,21700090,116,209,"SUNDAY, OCTOBER 29, 2017",02:14
5,11,4,6,5,21,14,0,4,11,4,57,19,29,20,13,1,8,19,2,2,8,11,10,7,0,2,5,52,13,33,18,11,0.5,10,27,9,12,10,30,29,3,11,25,14,107,34,50,29,28,12,27,17,17,17,20,22,16,0,13,9,115,31,67,23,22,GSW,DET,21700091,109,222,"SUNDAY, OCTOBER 29, 2017",02:09
1,9,9,11,8,20,11,6,5,7,10,54,21,36,16,11,2,8,15,3,9,7,13,13,4,2,6,8,49,11,30,11,9,1,11,31,13,16,15,39,24,10,6,13,22,108,31,57,24,18,12,26,10,20,12,28,24,8,4,11,14,94,24,61,18,14,BOS,SAS,21700092,103,202,"MONDAY, OCTOBER 30, 2017",02:07
3,10,5,10,8,17,7,2,4,7,10,62,24,36,16,11,1.5,5,8,9,11,4,14,12,4,2,5,9,60,18,36,12,9,1,5,23,17,25,13,32,15,6,5,20,24,110,39,60,26,20,9,20,27,29,10,29,18,13,3,14,23,110,28,65,19,17,MIA,MIN,21700093,122,220,"MONDAY, OCTOBER 30, 2017",02:44
8,20,9,11,5,22,18,6,5,5,11,65,16,26,22,12,2,8,20,7,11,6,14,8,3,4,8,9,43,6,23,11,11,0.5,13,32,21,23,11,38,27,8,10,22,27,116,28,50,38,15,18,41,22,31,13,23,20,13,5,13,22,110,17,44,28,20,NYK,DEN,21700094,108,226,"MONDAY, OCTOBER 30, 2017",02:20
7,24,15,18,3,15,9,5,3,10,11,56,10,13,15,15,2,5,13,7,9,4,18,17,6,0,9,16,58,18,32,12,12,1.666666667,13,47,28,38,10,25,17,12,3,15,23,107,20,36,29,25,10,25,17,24,7,41,27,10,4,19,31,115,34,56,24,22,HOU,PHI,21700095,114,222,"MONDAY, OCTOBER 30, 2017",02:21
4,16,11,12,2,19,9,3,5,3,8,57,17,33,13,11,0.5,3,6,12,13,3,22,7,2,6,5,10,51,15,39,17,8,2,8,35,27,33,11,37,17,7,8,7,22,99,24,58,19,16,7,17,23,29,10,46,15,3,7,11,22,104,30,72,27,17,MEM,CHA,21700096,108,203,"MONDAY, OCTOBER 30, 2017",02:14
4,10,10,11,3,20,19,3,5,11,13,64,21,34,26,10,1,8,16,10,15,4,14,10,7,0,8,9,60,13,30,16,10,1.5,7,28,14,18,9,34,30,9,5,19,22,99,32,57,39,12,16,34,13,18,6,37,27,10,1,16,19,115,27,51,20,20,NOP,ORL,21700097,124,214,"MONDAY, OCTOBER 30, 2017",02:05
6,16,4,4,2,12,12,6,4,5,8,44,11,24,10,7,1,9,14,4,4,6,19,11,1,1,10,4,53,11,27,17,8,0.5,16,35,12,15,5,29,25,16,8,14,17,104,22,45,25,20,12,24,9,11,9,33,17,4,2,24,16,89,22,52,18,17,UTA,DAL,21700098,97,193,"MONDAY, OCTOBER 30, 2017",02:04
4,12,5,9,4,15,6,3,3,7,10,35,9,28,11,6,0.666666667,4,12,8,11,4,22,10,4,5,4,6,54,17,31,21,13,0.5,8,26,15,19,6,33,13,5,7,13,15,85,23,54,36,16,8,24,13,17,8,39,17,10,9,9,14,99,31,64,25,19,POR,TOR,21700099,89,184,"MONDAY, OCTOBER 30, 2017",02:02
6,13,9,11,3,12,10,2,1,7,14,57,15,32,12,10,1.5,5,13,17,21,5,16,19,5,4,4,11,74,21,30,16,14,2,10,25,25,30,9,26,21,4,3,13,20,113,29,61,19,17,14,29,23,30,14,32,37,8,8,12,23,141,38,60,31,19,LAC,GSW,21700100,131,254,"MONDAY, OCTOBER 30, 2017",02:11
5,10,6,9,6,20,13,5,3,6,7,55,17,32,12,11,1,1,9,3,6,5,16,7,4,1,10,8,30,12,31,7,6,1,12,29,17,22,14,39,25,8,7,14,17,101,24,56,17,15,2,14,7,14,10,36,15,8,5,14,18,83,35,74,18,12,IND,SAC,21700101,85,184,"TUESDAY, OCTOBER 31, 2017",02:02
5,14,8,13,3,22,10,4,1,4,10,53,15,35,20,11,1.5,5,13,10,11,1,27,12,3,2,8,12,59,17,32,19,15,1,9,31,21,30,7,37,15,9,4,7,22,114,33,71,33,21,10,22,22,24,10,56,18,5,5,18,26,122,35,74,32,24,BKN,PHX,21700102,112,236,"TUESDAY, OCTOBER 31, 2017",02:18
3,16,11,13,1,13,10,2,2,7,11,42,11,20,12,6,2,4,12,6,8,5,21,10,2,0,6,11,60,21,34,14,12,1,9,30,18,22,4,27,24,8,4,14,22,91,23,46,28,9,12,29,18,21,9,37,23,6,3,15,20,110,28,53,20,17,MIL,OKC,21700103,102,201,"TUESDAY, OCTOBER 31, 2017",02:09
6,13,2,2,7,20,17,8,1,7,8,58,19,36,10,8,0.75,5,17,0,0,7,16,10,2,1,9,3,45,15,30,11,9,0.0,12,26,11,14,11,42,30,9,5,14,14,113,33,65,17,16,10,33,1,3,10,34,21,7,3,13,11,93,31,61,18,18,LAL,DET,21700104,103,206,"TUESDAY, OCTOBER 31, 2017",1:53
6,11,8,10,3,16,12,3,2,3,6,60,17,33,20,8,0.5,8,16,5,6,5,18,14,1,2,8,9,57,14,28,16,13,1.0,14,25,22,29,7,34,21,5,3,11,18,126,31,59,26,25,19,36,12,15,9,31,29,3,3,14,25,121,26,55,43,20,CHA,MIL,21700105,117,247,"WEDNESDAY, NOVEMBER 1, 2017",2:12
6,18,5,7,5,20,17,5,1,11,10,61,19,28,12,11,2.5,6,12,8,9,3,17,17,6,1,8,11,62,18,35,14,12,1.0,7,31,14,20,8,33,25,6,3,17,19,107,36,55,33,19,16,26,10,13,8,35,35,10,1,11,23,124,33,64,26,25,CLE,IND,21700106,123,231,"WEDNESDAY, NOVEMBER 1, 2017",2:10
9,19,2,4,7,17,21,6,1,11,13,59,15,29,16,7,1.3333333333333333,3,10,8,12,8,16,10,6,4,8,9,57,20,38,10,8,1.0,13,35,14,25,15,38,36,10,4,17,26,119,33,64,22,21,8,23,19,27,12,37,22,11,4,19,28,109,33,71,25,17,PHI,ATL,21700107,116,228,"WEDNESDAY, NOVEMBER 1, 2017",2:20
4,13,16,17,8,19,10,3,3,6,13,64,18,32,19,12,1.5,3,13,17,19,6,13,7,3,2,4,12,52,13,29,17,12,1.0,10,30,24,30,15,30,20,5,4,12,28,116,31,62,40,21,9,24,31,38,11,34,23,5,5,9,24,122,32,59,40,22,WAS,PHX,21700108,116,238,"WEDNESDAY, NOVEMBER 1, 2017",2:16
8,17,10,11,8,17,15,3,1,8,10,58,12,23,12,9,1.0,3,11,6,8,4,8,13,6,3,7,9,45,15,27,12,7,1.0,17,41,16,19,16,36,30,10,3,16,19,113,23,41,22,22,6,20,10,12,7,19,24,10,5,15,18,86,29,61,17,16,BOS,SAC,21700109,103,199,"WEDNESDAY, NOVEMBER 1, 2017",1:58
6,15,5,6,2,22,11,4,0,5,10,49,13,29,11,9,1.0,2,12,7,11,3,24,11,5,3,4,7,47,17,33,17,12,0.0,12,31,17,19,3,45,21,8,0,11,19,97,22,52,20,19,7,28,12,19,7,47,20,7,6,12,19,91,29,61,25,22,MIA,CHI,21700110,96,188,"WEDNESDAY, NOVEMBER 1, 2017",2:05
4,13,4,4,2,20,10,3,1,9,11,48,16,32,14,13,0.0,9,27,11,15,4,19,12,4,1,5,8,60,11,18,16,12,1.0,8,27,11,13,6,36,23,8,1,19,18,97,31,64,23,19,19,52,16,21,9,37,21,6,4,15,20,119,23,36,31,21,NYK,HOU,21700111,108,216,"WEDNESDAY, NOVEMBER 1, 2017",2:07
6,18,8,11,5,13,11,5,0,7,10,54,14,24,18,11,1.0,6,15,10,11,3,13,10,4,2,10,12,54,13,23,17,9,0.5,10,30,11,16,5,26,21,12,3,13,16,99,29,52,32,22,13,29,12,14,6,32,25,6,8,24,22,101,25,46,22,19,MEM,ORL,21700112,108,200,"WEDNESDAY, NOVEMBER 1, 2017",2:14
6,15,8,8,3,11,15,7,1,13,13,54,14,26,19,12,1.0,4,12,9,13,5,17,15,7,1,13,9,65,22,31,13,11,1.0,8,31,18,21,9,29,27,13,4,19,24,98,28,53,35,24,6,22,16,24,11,36,20,13,3,21,21,104,35,61,23,18,NOP,MIN,21700113,119,202,"WEDNESDAY, NOVEMBER 1, 2017",2:14
6,15,8,10,4,17,18,2,4,6,8,60,17,28,19,9,1.5,2,12,6,11,5,14,8,4,2,4,11,46,17,31,9,8,1.0,16,32,19,29,9,34,35,9,4,12,20,129,31,56,24,20,11,31,16,25,9,29,20,7,4,13,25,111,31,54,14,12,DEN,TOR,21700114,106,240,"WEDNESDAY, NOVEMBER 1, 2017",2:08
5,13,14,16,5,20,7,5,5,8,9,39,5,27,12,8,1.0,3,11,8,11,5,22,5,5,2,10,11,39,11,31,12,7,0.6666666666666666,11,26,21,24,10,39,16,9,8,13,18,94,20,60,23,19,9,29,19,24,9,40,16,7,8,16,18,94,24,53,28,19,UTA,POR,21700115,78,188,"WEDNESDAY, NOVEMBER 1, 2017",2:34
5,14,17,20,3,21,14,5,4,5,8,66,17,25,16,13,0.0,7,16,5,8,5,13,12,3,1,7,15,48,11,30,12,11,1.0,13,28,24,29,7,42,27,9,5,16,20,119,28,50,20,19,12,36,16,20,9,29,20,8,5,14,22,98,23,53,18,14,LAC,DAL,21700116,114,217,"WEDNESDAY, NOVEMBER 1, 2017",2:15
7,18,8,11,10,17,12,4,5,6,5,55,13,30,15,8,1.0,8,15,4,6,1,15,15,5,6,9,8,50,11,24,17,15,1.0,7,24,17,23,14,32,19,6,7,16,10,92,27,63,24,16,14,29,12,16,4,36,30,11,11,14,20,112,29,55,27,24,SAS,GSW,21700117,105,204,"THURSDAY, NOVEMBER 2, 2017",2:14
6,13,10,12,4,18,16,1,4,4,10,66,19,32,20,13,1.6666666666666667,0,9,10,11,2,15,9,4,2,2,9,62,26,40,17,11,0.5,9,22,24,27,10,31,22,7,4,12,21,113,31,64,32,28,4,18,20,27,2,30,16,8,8,11,20,110,39,61,27,22,POR,LAL,21700118,128,223,"THURSDAY, NOVEMBER 2, 2017",2:23
6,17,9,10,4,14,13,4,3,7,5,59,16,24,19,11,0.0,6,11,2,2,6,13,16,3,3,7,9,48,14,32,14,10,1.0,8,26,23,28,8,32,21,10,4,12,11,105,29,52,24,23,11,26,8,9,7,29,28,6,6,13,24,99,29,58,29,21,DET,MIL,21700119,107,204,"FRIDAY, NOVEMBER 3, 2017",0:00
2,11,1,2,3,19,12,3,2,6,6,45,19,32,14,11,1.0,5,13,3,3,6,18,11,2,0,6,5,44,13,34,14,10,0.0,10,35,3,5,7,31,23,6,2,16,11,83,25,51,21,14,14,29,11,12,9,39,23,6,2,14,13,105,26,56,19,16,ORL,CHI,21700120,89,188,"FRIDAY, NOVEMBER 3, 2017",1:53
8,20,4,7,7,17,19,6,6,11,10,56,14,29,13,11,1.0,3,9,4,8,4,21,17,5,4,8,8,63,25,43,12,10,1.6666666666666667,18,36,11,14,12,38,34,7,9,18,20,121,28,56,31,22,8,28,12,19,8,32,25,6,6,11,18,110,37,69,31,21,PHI,IND,21700121,119,231,"FRIDAY, NOVEMBER 3, 2017",2:17
4,13,12,16,5,13,13,2,0,9,13,66,21,32,13,13,1.5,7,11,17,19,1,13,11,8,2,7,12,74,18,27,24,18,1.0,11,28,21,31,9,28,25,5,2,16,24,122,34,56,36,21,12,27,26,28,8,26,20,11,4,14,27,130,34,55,57,20,WAS,CLE,21700122,140,252,"FRIDAY, NOVEMBER 3, 2017",2:33
6,16,5,8,2,16,7,6,1,8,8,51,14,24,16,11,1.0,11,22,10,11,3,20,15,4,3,8,7,69,13,20,21,12,0.0,11,33,15,18,5,36,16,8,8,18,17,104,28,48,18,16,16,47,22,26,9,35,28,14,4,13,16,122,26,42,32,20,ATL,HOU,21700123,120,226,"FRIDAY, NOVEMBER 3, 2017",2:01
5,14,10,12,2,22,15,2,2,2,12,65,20,32,20,12,2.0,4,15,16,17,12,13,6,1,1,4,13,50,11,36,22,6,1.6,8,27,22,25,9,40,24,5,7,12,24,120,37,61,37,21,9,32,30,37,20,27,17,7,3,10,25,107,25,65,34,15,NYK,PHX,21700124,115,227,"FRIDAY, NOVEMBER 3, 2017",2:15
5,16,5,8,5,17,11,2,1,8,12,46,13,30,15,7,1.5,3,13,10,13,6,21,15,4,2,8,12,55,18,30,21,14,2.0,9,34,17,22,9,38,19,4,7,15,24,94,25,54,26,16,7,29,20,26,9,44,23,9,4,12,22,99,29,60,30,20,DAL,NOP,21700125,101,193,"FRIDAY, NOVEMBER 3, 2017",2:24
2,12,11,15,5,20,13,2,3,8,11,49,16,29,12,9,1.5,3,7,12,19,4,18,6,5,1,7,11,45,12,31,10,10,1.5,9,27,21,26,7,38,31,7,6,15,26,108,30,56,22,20,8,25,27,42,11,35,16,11,1,12,20,101,25,56,27,20,SAS,CHA,21700126,94,209,"FRIDAY, NOVEMBER 3, 2017",2:16
5,11,4,9,9,8,11,6,0,11,6,51,16,29,14,13,0.5,10,20,0,0,3,12,15,5,3,12,9,58,14,17,18,8,2.0,9,23,14,25,13,28,17,9,6,17,16,95,27,57,27,19,15,38,7,11,8,33,23,9,6,23,24,94,21,39,23,15,DEN,MIA,21700127,109,189,"FRIDAY, NOVEMBER 3, 2017",2:15
3,10,15,16,7,16,5,2,3,7,12,54,15,30,12,9,0.5,3,13,8,10,2,16,11,4,3,7,13,53,18,25,14,10,1.5,8,23,22,24,10,23,11,9,5,13,25,100,27,57,25,17,11,30,22,28,5,34,20,9,4,16,27,109,27,41,37,15,UTA,TOR,21700128,107,209,"FRIDAY, NOVEMBER 3, 2017",2:18
8,18,7,7,6,20,13,3,5,7,9,55,12,24,12,10,2.0,5,13,6,10,7,16,7,2,1,7,8,37,8,29,13,7,1.5,13,35,11,14,11,37,20,4,8,12,18,94,22,52,25,19,13,28,16,24,11,38,23,6,2,10,14,101,23,57,25,20,OKC,BOS,21700129,92,195,"FRIDAY, NOVEMBER 3, 2017",2:21
3,8,9,12,3,23,11,8,4,8,12,64,23,44,17,12,0.0,5,19,14,19,4,17,12,5,4,11,10,55,13,24,14,11,1.3333333333333333,9,21,19,27,7,50,26,10,7,16,29,124,39,73,34,21,9,38,29,38,8,35,23,8,5,16,22,112,28,53,25,21,LAL,BKN,21700130,119,236,"FRIDAY, NOVEMBER 3, 2017",2:21
3,11,15,22,9,16,10,1,5,7,7,56,16,28,15,11,1.0,7,16,5,6,8,13,11,4,4,3,13,60,17,35,13,10,2.0,4,26,24,31,15,28,18,7,7,13,22,104,34,57,30,23,13,31,20,24,9,30,21,8,7,11,28,113,27,53,22,21,LAC,MEM,21700131,116,217,"SATURDAY, NOVEMBER 4, 2017",2:17
6,13,6,12,4,10,14,5,1,5,10,52,14,28,13,10,1.5,3,7,4,6,1,17,12,2,0,8,12,49,18,29,12,9,0.5,13,24,15,22,8,27,28,10,3,15,19,108,27,55,24,20,10,21,9,13,3,29,24,6,1,17,23,99,30,55,19,14,DET,SAC,21700132,101,207,"SATURDAY, NOVEMBER 4, 2017",2:04
3,19,5,7,10,20,11,6,3,7,4,38,12,28,9,7,0.0,2,11,2,5,2,23,12,4,2,6,5,38,15,31,14,7,1.0,11,37,6,9,14,39,23,10,5,15,15,83,22,53,16,16,8,27,13,17,5,42,22,9,3,12,7,83,23,53,25,19,CHI,NOP,21700133,76,166,"SATURDAY, NOVEMBER 4, 2017",2:15
5,13,6,8,4,21,19,2,4,7,8,59,19,30,16,14,1.5,3,9,4,6,4,14,11,4,2,6,9,49,18,36,17,12,0.5,10,24,16,20,10,38,33,7,8,18,20,112,33,55,31,23,10,27,9,12,7,24,18,7,2,16,19,99,30,59,18,17,MIN,DAL,21700134,108,211,"SATURDAY, NOVEMBER 4, 2017",2:05
4,13,9,10,3,20,13,6,3,8,8,55,17,31,10,8,1.3333333333333333,9,20,3,5,5,17,19,6,3,7,9,60,15,28,15,12,1.0,6,24,22,27,9,37,26,9,6,17,18,108,34,63,21,15,18,40,9,17,7,34,38,13,4,13,23,127,32,51,25,22,DEN,GSW,21700135,115,235,"SATURDAY, NOVEMBER 4, 2017",2:05
2,16,15,16,10,15,6,4,3,6,13,45,12,31,19,6,2.0,6,12,10,13,7,20,14,1,4,8,11,54,13,30,11,9,1.0,10,36,21,23,15,32,27,6,6,13,29,115,32,60,26,25,11,25,24,34,11,33,24,4,6,17,20,117,30,61,28,17,CLE,ATL,21700136,99,232,"SUNDAY, NOVEMBER 5, 2017",2:31
4,13,11,13,11,13,5,3,2,10,9,49,13,31,13,8,0.5,9,19,7,9,7,9,14,9,2,6,13,62,14,25,16,12,1.5,9,31,24,30,18,32,16,12,4,15,22,101,25,56,23,22,14,36,16,19,10,27,23,12,6,17,26,104,23,48,21,19,LAC,MIA,21700137,111,205,"SUNDAY, NOVEMBER 5, 2017",2:22
3,13,5,5,6,19,8,3,3,8,10,38,12,33,10,8,1.0,5,18,6,10,6,24,12,6,0,7,9,49,14,28,10,9,1.5,6,29,16,18,10,35,18,4,4,13,19,88,27,62,18,14,11,33,15,20,9,45,26,10,1,13,21,104,28,56,18,14,ORL,BOS,21700138,87,192,"SUNDAY, NOVEMBER 5, 2017",2:06
2,11,12,20,5,14,10,2,1,7,12,46,14,28,15,14,0.5,5,11,13,19,6,19,9,6,1,6,15,62,17,32,22,10,1.0,5,24,17,27,9,27,17,7,8,13,24,96,32,56,26,19,11,24,16,23,11,35,19,9,3,17,26,107,29,62,38,19,TOR,WAS,21700139,108,203,"SUNDAY, NOVEMBER 5, 2017",2:16
14,22,5,6,4,18,14,4,3,12,10,67,10,19,30,14,2.0,8,19,7,8,2,9,10,3,2,6,6,49,9,21,10,10,1.0,23,39,18,21,5,37,26,9,7,21,24,137,25,42,56,20,13,34,21,24,8,25,22,7,3,14,18,110,25,54,17,13,HOU,UTA,21700140,116,247,"SUNDAY, NOVEMBER 5, 2017",2:06
4,12,5,6,7,17,11,2,2,4,8,51,17,36,13,9,0.0,6,12,5,11,4,19,14,2,2,5,6,55,16,30,11,9,0.5,11,22,13,18,8,35,21,9,4,9,19,112,33,66,21,17,8,23,13,22,11,34,23,5,4,18,16,95,29,58,17,14,SAS,PHX,21700141,106,207,"SUNDAY, NOVEMBER 5, 2017",2:00
2,11,3,6,7,17,12,3,2,7,11,49,20,37,14,7,0.5,6,12,8,10,4,20,16,4,1,3,7,62,18,34,14,11,1.5,6,23,14,19,12,34,24,8,7,12,21,108,38,65,40,16,12,25,15,17,4,30,24,6,2,12,17,101,25,54,18,17,NYK,IND,21700142,111,209,"SUNDAY, NOVEMBER 5, 2017",2:10
